City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Meulaboh,ID,4.1363,96.1285,75.83,86,100,3.24,overcast clouds
351,Ishigaki,JP,24.3448,124.1572,80.73,94,75,10.36,heavy intensity rain
352,Kabare,CD,-2.4683,28.8242,59.88,91,9,0.69,clear sky
353,Semikarakorsk,RU,47.5194,40.8112,58.84,67,17,4.41,few clouds
354,San Patricio,US,28.017,-97.5169,97.52,42,12,17.4,few clouds
355,Cabedelo,BR,-6.9811,-34.8339,76.96,76,10,8.99,clear sky
356,Batagay-Alyta,RU,67.8006,130.4114,40.82,77,99,6.04,overcast clouds
357,Erzin,TR,36.9559,36.2,73.26,75,0,1.23,clear sky
358,Tuy Hoa,VN,13.0833,109.3,77.43,84,88,5.28,overcast clouds
359,Quatre Cocos,MU,-20.2078,57.7625,72.09,67,4,8.61,clear sky
360,Mount Gambier,AU,-37.8333,140.7667,46.31,100,100,4.61,fog
361,Maarianhamina,AX,60.0973,19.9348,48.06,93,0,2.3,clear sky
362,Chacabuco,AR,-34.6417,-60.4739,53.58,65,0,6.93,clear sky
363,Oranjemund,NA,-28.55,16.4333,61.34,36,28,6.73,scattered clouds
364,Honiara,SB,-9.4333,159.95,82.26,73,67,7.7,broken clouds
365,Coulommiers,FR,48.8145,3.085,71.98,70,52,6.85,broken clouds
366,Hanzhong,CN,33.0728,107.0303,67.39,75,22,1.81,few clouds
367,Progreso,MX,21.2833,-89.6667,87.12,71,8,16.62,clear sky
368,San Policarpo,PH,12.1791,125.5072,80.69,82,74,3.8,broken clouds
369,Olafsvik,IS,64.8945,-23.7142,49.48,73,73,8.77,broken clouds
370,Kyzyl-Suu,KG,42.3414,78.0056,51.89,70,62,5.46,broken clouds
371,Tubinskiy,RU,52.8892,58.2225,56.73,73,35,3.09,scattered clouds
372,Baracoa,CU,20.3467,-74.4958,83.55,72,99,5.97,overcast clouds
373,Cabo San Lucas,MX,22.8909,-109.9124,93.61,64,88,7.85,overcast clouds
374,Najran,SA,17.4924,44.1277,79.92,17,14,3.06,few clouds
375,Ziro,IN,27.6333,93.8333,57.02,100,100,0.38,overcast clouds
376,Praia,CV,14.9215,-23.5087,74.46,82,37,11.79,scattered clouds
377,Bogorodsk,RU,56.1033,43.5158,52.95,87,19,4.38,few clouds
378,Imbituba,BR,-28.24,-48.6703,64.85,96,10,5.01,clear sky
379,Nyurba,RU,63.2842,118.3319,55.13,62,3,6.42,clear sky
380,Key West,US,24.5557,-81.7826,88.0,70,75,15.1,broken clouds
381,Altay,CN,47.8667,88.1167,60.64,44,97,1.99,overcast clouds
382,Evensk,RU,61.95,159.2333,52.75,60,100,2.57,overcast clouds
383,Ewo,CG,-0.8725,14.8206,77.34,70,76,4.27,light rain
384,Grand Gaube,MU,-20.0064,57.6608,72.37,73,1,3.0,clear sky
385,Oksfjord,NO,70.2396,22.3479,44.78,77,79,4.65,broken clouds
386,Russell,US,32.3502,-85.1999,96.01,28,27,6.17,scattered clouds
387,Taoudenni,ML,22.6783,-3.9836,97.3,25,59,16.17,broken clouds
388,Tacna,PE,-18.0056,-70.2483,54.91,78,10,5.28,clear sky
389,Laguna De Perlas,NI,12.3429,-83.6712,77.94,89,100,3.65,overcast clouds
390,Carauari,BR,-4.8828,-66.8958,77.14,85,66,2.28,broken clouds
391,Shelburne,CA,44.0787,-80.2041,73.67,71,3,13.51,clear sky
392,Svetlogorsk,BY,52.6333,29.7333,57.31,84,98,1.81,overcast clouds
393,Ybycui,PY,-26.0167,-57.05,67.35,93,100,1.01,overcast clouds
394,Namatanai,PG,-3.6667,152.4333,81.01,76,49,9.24,scattered clouds
395,Marapanim,BR,-0.7175,-47.6997,74.41,93,65,4.34,light rain
396,Rundu,NA,-17.9333,19.7667,54.77,41,1,6.06,clear sky
397,Comodoro Rivadavia,AR,-45.8667,-67.5,48.9,57,84,28.5,broken clouds
398,Qena,EG,26.1615,32.7183,87.13,26,0,7.74,clear sky
399,Ulaanbaatar,MN,47.9077,106.8832,59.0,88,0,1.66,clear sky
400,Morogoro,TZ,-6.8167,37.6667,68.07,86,57,2.91,broken clouds
401,Road Town,VG,18.4167,-64.6167,82.44,74,20,6.91,few clouds
402,Sebinkarahisar,TR,40.2883,38.4236,54.12,88,15,2.21,few clouds
403,Naryan-Mar,RU,67.6713,53.087,55.89,62,100,16.87,overcast clouds
404,Salalah,OM,17.0151,54.0924,82.69,84,42,6.11,scattered clouds
405,Okhotsk,RU,59.3833,143.3,46.38,84,72,2.59,broken clouds
406,Korgen,NO,66.0771,13.8153,53.19,98,100,3.2,overcast clouds
407,Tuatapere,NZ,-46.1333,167.6833,40.93,88,18,3.18,few clouds
408,Langarud,IR,37.197,50.1535,70.92,75,0,3.62,clear sky
409,Southbridge,US,42.0751,-72.0334,70.43,73,87,1.01,overcast clouds
410,Russkiy,RU,43.0147,131.8642,58.86,97,74,5.97,broken clouds
411,Mehamn,NO,71.0357,27.8492,40.95,81,100,6.91,overcast clouds
412,Muborak,UZ,39.2553,65.1528,83.97,13,0,10.76,clear sky
413,Katobu,ID,-4.9408,122.5276,73.92,97,100,3.29,light rain
414,Gigmoto,PH,13.7796,124.39,81.75,82,42,3.33,scattered clouds
415,Waitara,NZ,-38.925,174.25,56.23,83,97,5.86,overcast clouds
416,Saint-Pierre,RE,-21.3393,55.4781,71.28,64,0,9.22,clear sky
417,Lisakovsk,KZ,52.5369,62.4936,67.73,59,81,4.9,broken clouds
418,Hasaki,JP,35.7333,140.8333,70.29,85,100,9.06,light rain
419,Asosa,ET,10.0667,34.5333,58.71,93,100,10.02,light rain
420,Tolaga Bay,NZ,-38.3667,178.3,59.7,64,40,7.14,scattered clouds
421,Waterloo,CA,43.4668,-80.5164,77.56,68,4,12.64,clear sky
422,Tautira,PF,-17.7333,-149.15,78.91,75,66,18.75,broken clouds
423,Pavilosta,LV,56.8879,21.1859,51.71,87,20,3.89,few clouds
424,Falmouth,GB,50.1544,-5.0711,59.9,94,0,10.36,clear sky
425,Greymouth,NZ,-42.4667,171.2,51.03,90,97,4.36,overcast clouds
426,Boa Vista,BR,2.8197,-60.6733,82.38,74,40,4.61,light rain
427,Portland,US,45.5234,-122.6762,72.48,54,62,3.0,broken clouds
428,Griffith,US,41.5284,-87.4237,96.73,30,0,23.02,clear sky
429,Kharopon,GR,41.2667,23.3833,72.32,80,51,0.54,broken clouds
430,Kalmunai,LK,7.4167,81.8167,78.3,81,100,5.23,moderate rain
431,Semme,FR,46.1963,1.5007,77.41,63,74,5.23,broken clouds
432,Khartoum,SD,15.5518,32.5324,92.01,36,91,10.31,overcast clouds
433,Chuy,UY,-33.6971,-53.4616,55.42,83,100,2.64,moderate rain
434,Lugovoy,KZ,42.9472,72.7644,63.75,49,33,3.15,scattered clouds
435,Riyadh,SA,24.6877,46.7219,88.32,17,5,3.89,clear sky
436,Bilma,NE,18.6853,12.9164,89.26,33,80,8.66,broken clouds
437,Camopi,GF,3.1655,-52.3158,72.39,98,93,3.38,overcast clouds
438,Belyy Yar,RU,53.6039,91.3903,53.85,80,0,2.24,clear sky
439,Tavistock,GB,50.5494,-4.1442,63.66,64,100,4.32,overcast clouds
440,Santa Maria,BR,-29.6842,-53.8069,60.57,93,100,4.27,overcast clouds
441,Antalaha,MG,-14.9003,50.2788,67.55,87,2,4.32,clear sky
442,Along,IN,28.1667,94.7667,71.15,99,100,0.54,light rain
443,Asau,RO,46.4333,26.4,58.12,80,22,5.08,few clouds
444,Troitsko-Pechorsk,RU,62.7084,56.1964,58.93,95,100,3.15,overcast clouds
445,Manokwari,ID,-0.8667,134.0833,78.33,74,82,1.81,broken clouds
446,Abu Dhabi,AE,24.4667,54.3667,89.71,79,0,5.99,clear sky
447,Simao,CN,22.7886,100.9748,63.79,99,100,2.64,overcast clouds
448,Palmas,BR,-10.2128,-48.3603,84.07,45,0,2.3,clear sky
449,Harper,LR,4.375,-7.7169,76.73,87,100,10.74,light rain
450,Maues,BR,-3.3836,-57.7186,77.5,74,38,2.42,scattered clouds
451,Ponorogo,ID,-7.8685,111.462,74.32,92,34,0.34,scattered clouds
452,Gorin,RU,51.1983,136.6669,54.88,92,100,4.12,overcast clouds
453,Kozulka,UA,50.0351,23.797,58.95,89,92,9.06,overcast clouds
454,Batyrevo,RU,55.0675,47.6111,53.64,94,57,5.68,broken clouds
455,Yermakovskoye,RU,53.2831,92.4003,51.73,80,1,2.44,clear sky
456,Sao Simao,BR,-21.4792,-47.5508,64.72,52,0,3.71,clear sky
457,Dubbo,AU,-32.25,148.6167,50.13,87,100,5.75,overcast clouds
458,Miraflores,MX,19.2167,-98.8083,74.16,71,100,3.36,overcast clouds
459,Predivinsk,RU,57.0669,93.4378,53.76,99,77,5.03,broken clouds
460,Havelock,US,34.8791,-76.9013,82.98,73,68,5.01,broken clouds
461,Camacha,PT,33.0833,-16.3333,65.62,83,40,14.97,scattered clouds
462,Tlancualpican,MX,18.4333,-98.7,90.99,22,100,14.29,overcast clouds
463,Kudahuvadhoo,MV,2.6708,72.8944,83.44,74,100,11.59,light rain
464,Kayes,ML,14.0,-11.0,92.17,35,99,9.44,overcast clouds
465,Terre-De-Bas,GP,15.8501,-61.6442,81.91,76,72,13.98,broken clouds
466,Cayenne,GF,4.9333,-52.3333,76.08,1,0,0.0,clear sky
467,Vestmannaeyjar,IS,63.4427,-20.2734,49.32,91,100,19.17,light rain
468,Cap Malheureux,MU,-19.9842,57.6142,72.46,73,1,3.0,clear sky
469,Pringsewu,ID,-5.3582,104.9744,72.91,96,100,0.69,overcast clouds
470,Davidson,US,36.1501,-86.7833,99.68,50,0,10.36,haze
471,Gat,IL,31.61,34.7642,77.68,100,0,7.0,clear sky
472,Lewistown,US,40.5992,-77.5714,90.25,86,75,5.75,broken clouds
473,Kyshtovka,RU,56.555,76.6271,54.19,97,100,11.63,light rain
474,Ambulu,ID,-8.345,113.6058,74.23,88,45,3.15,scattered clouds
475,Vuktyl,RU,63.8567,57.3094,61.2,94,100,6.33,overcast clouds
476,Wallacetown,NZ,-46.3333,168.2667,38.01,94,42,2.84,scattered clouds
477,Governador Valadares,BR,-18.8511,-41.9494,67.77,56,0,1.07,clear sky
478,Ramhormoz,IR,31.28,49.6035,88.97,11,0,3.06,clear sky
479,Linxia,CN,35.6003,103.2064,55.45,54,44,3.91,scattered clouds
480,Derzhavinsk,KZ,51.1,66.3167,68.16,53,67,4.45,broken clouds
481,Lazaro Cardenas,MX,17.9583,-102.2,77.99,86,100,12.24,overcast clouds
482,Cervo,ES,43.6702,-7.4101,68.97,92,96,8.95,overcast clouds
483,Petauke,ZM,-14.2426,31.3253,62.64,49,0,7.49,clear sky
484,Luquillo,PR,18.3725,-65.7166,84.15,74,40,8.05,scattered clouds
485,Dicabisagan,PH,17.0818,122.4157,80.83,84,65,6.4,broken clouds
486,Waitati,NZ,-45.75,170.5667,47.8,72,49,2.73,scattered clouds
487,Mana,GF,5.6592,-53.7767,77.5,84,97,6.6,light rain
488,Gloversville,US,43.0528,-74.3438,75.36,86,100,5.75,overcast clouds
489,San Jose,US,37.3394,-121.895,81.86,47,0,14.97,clear sky
490,Araouane,ML,18.9048,-3.5265,83.1,54,44,14.27,scattered clouds
491,Haradok,BY,55.4624,29.9816,52.72,92,100,4.76,overcast clouds
492,Barcelos,PT,41.5388,-8.6151,70.92,98,60,1.68,broken clouds
493,Lynn Haven,US,30.2455,-85.6483,92.98,61,0,8.05,clear sky
494,Port Hedland,AU,-20.3167,118.5667,62.65,63,51,6.91,broken clouds
495,Ponta Delgada,PT,37.7333,-25.6667,69.49,82,75,10.36,broken clouds
496,Batemans Bay,AU,-35.7167,150.1833,53.1,69,86,4.0,overcast clouds
497,Kingman,US,35.1894,-114.053,102.45,3,0,25.32,clear sky
498,Sancti Spiritus,CU,21.9297,-79.4425,83.98,74,51,10.29,broken clouds
499,Zhaotong,CN,27.3167,103.7167,56.8,93,100,1.7,overcast clouds
500,San Francisco Del Mar,MX,16.2333,-94.65,86.27,65,100,11.77,overcast clouds
501,Sao Raimundo Nonato,BR,-9.0153,-42.6994,78.87,45,69,3.18,broken clouds
502,Semey,KZ,50.4111,80.2275,57.92,78,23,7.54,few clouds
503,Erenhot,CN,43.6475,111.9767,72.68,38,100,10.67,overcast clouds
504,Lata,PT,40.1629,-8.3327,67.08,93,19,2.53,few clouds
505,Kovin,RS,44.7475,20.9761,66.88,73,70,4.47,broken clouds
506,Tripoli,LY,32.8752,13.1875,75.92,62,0,10.6,clear sky
507,Shache,CN,38.4167,77.2406,79.45,16,45,19.89,scattered clouds
508,Raudeberg,NO,61.9875,5.1352,52.86,94,93,11.03,overcast clouds
509,Huron,US,41.1501,-82.5499,90.86,61,65,11.61,broken clouds
510,Geraldton,AU,-28.7667,114.6,61.21,88,10,12.66,light rain
511,Shingu,JP,33.7333,135.9833,73.54,83,100,2.66,overcast clouds
512,Banda Aceh,ID,5.5577,95.3222,79.52,81,99,8.34,overcast clouds
513,Ferme-Neuve,CA,46.7001,-75.4493,75.81,86,100,9.6,overcast clouds
514,Bungu,TZ,-7.6337,39.0582,69.48,94,67,3.6,broken clouds
515,Kalemie,CD,-5.9475,29.1947,71.28,62,25,1.95,scattered clouds
516,Xingtai,CN,37.0631,114.4942,78.66,47,55,13.22,broken clouds
517,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,9.22,scattered clouds
518,Kangaatsiaq,GL,68.3065,-53.4641,34.34,93,100,14.47,overcast clouds
519,Guaymas,MX,27.9333,-110.9,100.89,55,0,19.57,clear sky
520,Teahupoo,PF,-17.8333,-149.2667,78.76,74,78,18.77,broken clouds
521,Uyuni,BO,-20.4597,-66.825,41.67,21,0,23.69,clear sky
522,Swan Hill,AU,-35.3378,143.5544,46.69,90,89,6.13,overcast clouds
523,Skegness,GB,53.1436,0.3363,66.22,82,99,10.33,overcast clouds
524,Salmas,IR,38.1973,44.7653,67.28,48,6,3.33,clear sky
525,La Ronge,CA,55.1001,-105.2842,54.57,75,100,7.49,overcast clouds
526,Coihaique,CL,-45.5752,-72.0662,34.36,86,43,8.28,scattered clouds
527,Port Said,EG,31.2565,32.2841,76.75,75,0,13.02,clear sky
528,Bridgetown,BB,13.1,-59.6167,82.89,74,20,21.85,few clouds
529,Zanjan,IR,36.6736,48.4787,60.44,57,0,6.49,clear sky
530,Badlapur,IN,19.15,73.2667,84.0,79,89,5.61,overcast clouds
531,Ivankiv,UA,50.9386,29.8943,59.65,70,100,5.17,overcast clouds
532,Sibolga,ID,1.7427,98.7792,75.13,91,100,4.07,overcast clouds
533,Gao,ML,16.6362,1.637,87.82,43,74,3.98,broken clouds
534,Yar-Sale,RU,66.8333,70.8333,47.07,62,32,11.77,scattered clouds
535,Codrington,AU,-38.2667,141.9667,47.21,93,95,6.53,overcast clouds
536,Santa Rosa,PH,14.3122,121.1114,82.38,83,96,4.32,overcast clouds
537,Kuala Terengganu,MY,5.3302,103.1408,77.9,84,93,4.56,overcast clouds
538,Inirida,CO,3.8653,-67.9239,78.06,85,60,1.28,broken clouds
539,Mildura,AU,-34.2,142.15,52.07,91,85,7.7,overcast clouds
540,The Valley,AI,18.217,-63.0578,83.1,77,100,8.86,overcast clouds
541,Togur,RU,58.3631,82.8265,51.64,98,73,4.14,broken clouds
542,Aksu,CN,41.1231,80.2644,74.28,20,76,12.17,broken clouds
543,Jiaozuo,CN,35.2397,113.2331,83.93,32,4,1.95,clear sky
544,Port Loko,SL,8.7667,-12.7833,74.95,96,100,3.8,moderate rain
545,Saint-Francois,FR,46.4154,3.9054,67.44,77,0,4.61,clear sky
546,Whitehorse,CA,60.7161,-135.0538,70.02,40,54,5.01,broken clouds
547,Nortelandia,BR,-14.4547,-56.8028,79.23,59,80,4.29,broken clouds
548,Caohai,CN,26.8661,104.2841,56.21,98,100,2.57,light rain
549,Kieta,PG,-6.2167,155.6333,80.92,77,99,3.6,light rain
550,Amga,RU,60.8953,131.9608,58.08,84,99,1.28,overcast clouds
551,Hobyo,SO,5.3505,48.5268,78.37,83,99,23.53,overcast clouds
552,Bubaque,GW,11.2833,-15.8333,79.63,84,67,21.68,broken clouds
553,Westport,US,41.1415,-73.3579,69.84,86,100,12.66,overcast clouds
554,Rostovka,RU,55.3842,71.8891,53.58,87,41,8.63,scattered clouds
555,Komsomolskiy,UZ,40.4272,71.7189,70.99,59,100,2.08,overcast clouds
556,Marathon,US,44.9,-89.7668,78.33,43,75,26.46,broken clouds
557,Novobureyskiy,RU,49.798,129.8774,59.54,98,100,3.87,moderate rain
558,Nome,US,64.5011,-165.4064,57.16,66,0,6.91,clear sky
559,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,90,5,6.55,clear sky
560,Arlit,NE,18.7369,7.3853,89.42,27,95,8.57,overcast clouds
561,Savannah Bight,HN,16.45,-85.85,80.19,77,100,12.33,overcast clouds
562,Senador Jose Porfirio,BR,-2.5908,-51.9542,77.31,69,46,0.67,scattered clouds
563,Sembakung,ID,3.8167,117.25,72.63,99,97,1.66,overcast clouds
564,Roald,NO,62.5833,6.1333,58.15,94,75,3.44,broken clouds
565,Alta Floresta,BR,-9.8756,-56.0861,78.98,57,57,3.78,broken clouds
566,Ahipara,NZ,-35.1667,173.1667,58.75,82,100,4.43,overcast clouds
567,Tateyama,JP,34.9833,139.8667,73.09,92,100,17.94,overcast clouds
568,Fuerte Olimpo,PY,-21.0415,-57.8738,87.03,39,42,9.64,scattered clouds
569,Hervey Bay,AU,-25.2986,152.8535,59.59,58,53,8.95,broken clouds
570,Maumere,ID,-8.6199,122.2111,78.28,83,51,5.35,broken clouds
571,Siva,EG,29.2041,25.5195,82.67,37,0,12.48,clear sky
572,Nalut,LY,30.3333,10.85,79.83,21,0,11.34,clear sky
573,Praxedis Guerrero,MX,31.3667,-106.0167,100.18,14,19,16.22,few clouds
574,Villamontes,BO,-21.25,-63.5,64.22,48,34,4.61,scattered clouds
575,Angoche,MZ,-16.2325,39.9086,73.9,75,3,9.35,clear sky
576,Tamworth,GB,52.634,-1.6959,70.12,61,99,4.81,overcast clouds
577,Inhambane,MZ,-23.865,35.3833,61.84,63,0,7.96,clear sky
578,Okahandja,NA,-21.9833,16.9167,54.97,32,2,10.31,clear sky
579,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,76.55,51,14,5.39,few clouds
580,Bud,US,39.447,-86.1758,94.19,70,62,11.12,broken clouds
581,Senador Pompeu,BR,-5.5881,-39.3717,72.21,86,38,4.63,scattered clouds
582,Mocorito,MX,25.4833,-107.9167,95.27,35,3,12.17,clear sky
583,Bantry,IE,51.6833,-9.45,56.7,95,100,5.19,overcast clouds
584,Ous,RU,60.9058,61.5186,57.13,80,37,4.47,scattered clouds
585,Muravlenko,RU,63.7898,74.523,51.21,60,100,18.45,overcast clouds
586,Hwange,ZW,-18.3693,26.5019,58.06,32,0,5.17,clear sky
587,Awbari,LY,26.5921,12.7805,81.81,20,0,7.76,clear sky
588,Mae Hong Son,TH,19.3003,97.9685,73.22,99,100,1.28,overcast clouds
589,Hambantota,LK,6.1241,81.1185,77.34,100,75,5.75,broken clouds
590,Namibe,AO,-15.1961,12.1522,63.39,82,0,5.53,clear sky
591,Dunmore,US,41.4198,-75.6324,72.88,85,100,10.0,overcast clouds
592,Imeni Poliny Osipenko,RU,52.4201,136.4853,51.93,92,100,6.69,overcast clouds
593,Astana,KZ,51.1801,71.446,53.55,82,0,4.47,clear sky
594,Darhan,MN,49.4867,105.9228,61.3,85,26,2.15,scattered clouds
595,North Platte,US,41.1239,-100.7654,91.29,31,75,15.01,broken clouds
596,Winnemucca,US,40.973,-117.7357,93.25,7,0,17.27,clear sky
597,Horki,BY,54.2861,30.9842,53.28,90,95,6.2,overcast clouds
598,Sao Domingos,BR,-13.3983,-46.3183,71.94,40,0,6.11,clear sky
599,Huarmey,PE,-10.0681,-78.1522,66.07,74,6,14.2,clear sky
600,Zabid,YE,14.1951,43.3152,87.98,44,78,6.04,broken clouds
601,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,75,4.47,broken clouds
602,Amur,RU,54.0,128.0,57.78,62,8,4.23,clear sky
603,Garwa,IN,24.1833,83.8167,84.07,65,100,6.29,overcast clouds
604,Mingshui,CN,36.7167,117.5,78.98,58,37,7.18,scattered clouds
605,Korla,CN,41.7597,86.1469,74.73,37,99,12.55,overcast clouds
606,Egvekinot,RU,66.3167,-179.1667,35.31,99,100,3.31,light snow
607,Srednekolymsk,RU,67.45,153.6833,57.74,24,10,10.25,clear sky
608,Lethem,GY,3.3803,-59.7968,77.56,85,66,7.05,broken clouds
609,Ho Chi Minh City,VN,10.75,106.6667,82.42,83,40,3.44,scattered clouds
610,Severouralsk,RU,60.1533,59.952,61.18,79,92,3.51,overcast clouds
611,Alcudia,ES,39.8532,3.1214,82.38,53,76,3.58,broken clouds
612,Matamoros,MX,25.5333,-103.25,93.31,18,40,14.97,scattered clouds
613,Bay Roberts,CA,47.5999,-53.2648,59.65,64,0,10.89,clear sky
614,Kotlyarevskaya,RU,43.5734,44.0613,65.35,87,96,2.62,overcast clouds
615,Marsh Harbour,BS,26.5412,-77.0636,82.09,72,81,8.14,broken clouds
616,Mae Sai,TH,20.4335,99.8762,71.69,99,100,0.96,overcast clouds
617,Jabinyanah,TN,35.035,10.9081,76.69,64,0,8.14,clear sky
618,San Andres,CO,12.5847,-81.7006,78.82,94,75,2.3,broken clouds
619,Brae,GB,60.3964,-1.353,54.59,88,99,9.57,overcast clouds
620,Pacific Grove,US,36.6177,-121.9166,81.55,72,0,11.99,clear sky
621,Dhidhdhoo,MV,6.8833,73.1,82.87,75,99,14.5,overcast clouds
622,Nantucket,US,41.2835,-70.0995,65.08,82,0,14.97,clear sky
623,Ciudad Ojeda,VE,10.1964,-71.3082,85.32,68,25,3.22,scattered clouds
624,Susanville,US,40.4163,-120.653,78.64,18,0,19.57,clear sky
625,Sambava,MG,-14.2667,50.1667,68.36,88,4,5.53,clear sky
626,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.13,75,0,12.3,clear sky
627,Manacapuru,BR,-3.2997,-60.6206,78.62,82,26,2.28,scattered clouds
628,Abu Zabad,SD,12.35,29.25,88.02,41,98,5.82,overcast clouds
629,Kristiansund,NO,63.1115,7.732,55.45,93,100,8.05,mist
630,Port Hardy,CA,50.6996,-127.4199,53.78,87,75,4.61,broken clouds
631,Cienfuegos,CU,22.1461,-80.4356,73.54,100,58,6.91,moderate rain
632,Waslala,NI,13.2333,-85.3833,78.13,84,97,2.01,overcast clouds
633,Calama,CL,-22.4667,-68.9333,54.09,20,0,20.71,clear sky
634,Tessaoua,NE,13.7574,7.9874,79.72,66,93,26.53,light rain
635,Atikokan,CA,48.7555,-91.6216,60.48,77,70,14.0,broken clouds
636,Wuxue,CN,29.8506,115.5525,73.9,90,86,3.27,overcast clouds
637,Hirado,JP,33.3597,129.5531,76.39,86,64,9.78,broken clouds
638,Yelizovo,RU,53.1873,158.3805,50.14,100,75,4.47,broken clouds
639,Ocos,GT,14.5094,-92.1933,86.18,79,100,9.73,overcast clouds
640,Teknaf,BD,20.8624,92.3058,77.16,91,100,8.14,overcast clouds
641,Ballina,AU,-28.8667,153.5667,51.78,69,0,7.85,clear sky
642,Turayf,SA,31.6725,38.6637,84.85,20,0,2.64,clear sky
643,Sabang,ID,5.8933,95.3214,82.17,76,100,12.15,overcast clouds
644,Jind,IN,29.3167,76.3167,84.67,50,16,10.25,few clouds
645,Joshimath,IN,30.5667,79.5667,66.6,82,99,0.25,overcast clouds
646,Xai-Xai,MZ,-25.0519,33.6442,60.15,55,0,4.9,clear sky
647,Hirara,JP,24.8,125.2833,79.07,100,75,11.5,broken clouds
648,Patiya,BD,22.2931,91.9762,74.66,94,99,7.67,overcast clouds
649,Gushikawa,JP,26.3544,127.8686,78.39,94,40,10.36,scattered clouds
650,Kuito,AO,-12.3833,16.9333,56.44,32,43,2.33,scattered clouds
651,Yashiro,JP,34.9167,134.9667,69.94,90,100,3.13,overcast clouds
652,Corvallis,US,44.5646,-123.262,68.9,55,75,8.05,broken clouds
653,Marsa Matruh,EG,31.3525,27.2453,73.58,82,0,5.95,clear sky
654,Opunake,NZ,-39.4556,173.8583,57.45,81,100,3.36,light rain
655,Loa Janan,ID,-0.583,117.095,72.23,99,92,1.3,overcast clouds
656,Tromso,NO,69.6496,18.957,44.62,81,20,12.66,few clouds
657,Say,NE,13.1007,2.3689,84.33,52,91,3.53,overcast clouds
658,Ozark,US,37.0209,-93.206,93.81,63,100,1.99,overcast clouds
659,Tiznit,MA,29.5833,-9.5,67.78,66,0,2.33,clear sky
660,Turi,IT,40.9173,17.0212,72.03,48,1,2.04,clear sky
661,Araguacu,BR,-12.9306,-49.8264,82.81,39,41,3.67,scattered clouds
662,Baykit,RU,61.67,96.37,64.35,81,69,2.98,broken clouds
